frame,gt_x,gt_y,gt_w,gt_h,upd_x,upd_y,upd_w,upd_h,upd_iou,upd_err,pure_x,pure_y,pure_w,pure_h,pure_iou,pure_err,apce,apce_norm,kf_trace,kf_uncert,kf_r,accept,meas_x,meas_y,kf_pred_x,kf_pred_y,kf_corr_x,kf_corr_y,innov,innov_thresh,search_scale
260,178,63,68,52,170,59,84,69,0.610076,4.5,179,64,63,51,0.908654,1.58114,44.6013,0.538306,0.197228,0,0.5,1,212.506,93.5021,212.873,93.6091,212.8,93.588,0.382103,55.65,1
261,182,63,63,50,171,60,84,69,0.543478,6.5192,179,65,64,52,0.824789,3.90512,44.582,0.537694,0.197228,0,0.5,1,212.77,94.1892,213.518,93.4336,213.37,93.5827,1.06296,55.65,1
262,185,63,59,48,171,59,84,69,0.488613,6.67083,180,64,63,51,0.821332,3.90512,39.4254,0.374644,0.197228,0,0.5,1,213.175,93.4273,214.079,93.4379,213.901,93.4358,0.903702,55.65,1
263,181,64,66,50,172,59,84,69,0.569358,4.5,180,65,64,52,0.871788,2.82843,42.5746,0.474221,0.197228,0,0.5,1,214.506,93.2475,214.597,93.2908,214.579,93.2823,0.100747,55.65,1
264,184,62,63,51,173,60,83,67,0.577774,6.08276,180,65,64,52,0.78667,4.94975,52.73,0.795334,0.197228,0,0.5,1,214.707,93.4916,215.275,93.1368,215.163,93.2068,0.669479,55.65,1
265,186,63,61,51,176,61,80,65,0.598269,5.02494,181,65,64,52,0.814825,4.30116,59.2947,1,0.197228,0,0.5,1,215.529,93.6788,215.852,93.0658,215.788,93.1867,0.692718,55.65,1
266,183,63,68,50,176,61,80,65,0.653846,5.59017,182,64,63,51,0.84979,3.80789,57.3906,0.939965,0.197228,0,0.5,1,216.035,92.9681,216.472,93.0535,216.386,93.0367,0.445794,55.65,1
267,187,63,62,50,177,62,78,63,0.630851,5.85235,183,66,63,51,0.783333,4.94975,43.8166,0.512002,0.197228,0,0.5,1,215.909,93.8259,217.065,92.9024,216.837,93.0845,1.47993,55.65,1
268,186,65,62,52,178,62,76,62,0.684211,2.23607,183,66,63,51,0.90613,2.54951,37.3845,0.309209,0.197228,0,0.5,1,216.428,93.3318,217.501,92.9619,217.29,93.0349,1.13469,55.65,1
269,185,65,64,51,178,63,78,63,0.664225,4,184,68,63,51,0.850043,3.3541,28.6909,0.0351157,0.197228,0,0.5,1,217.457,95.0768,217.94,92.917,217.845,93.3429,2.21328,55.65,1
270,187,67,64,50,180,66,76,62,0.679117,5.09902,184,68,63,51,0.84653,3.80789,38.9058,0.357173,0.197228,0,0.5,1,218.005,96.8591,218.489,93.2524,218.394,93.9637,3.63905,55.65,1
271,188,67,62,54,179,65,80,65,0.643846,3.5,184,69,64,52,0.87739,3.16228,29.1572,0.0498171,0.197228,0,0.5,1,218.405,97.1834,219.032,93.9189,218.908,94.5627,3.32426,55.65,1
272,186,69,67,51,180,67,80,65,0.657115,5.02494,184,71,64,52,0.819531,4.30116,47.5672,0.63025,0.197228,0,0.5,1,219.633,99.4706,219.539,94.5593,219.557,95.5279,4.91218,55.65,1
273,184,68,70,51,179,65,83,67,0.641971,5.22015,185,70,64,52,0.833599,3.20156,35.7099,0.256411,0.197228,0,0.5,1,220.341,99.0426,220.189,95.5867,220.219,96.2683,3.45926,55.65,1
274,186,67,66,51,180,65,81,66,0.62963,5.70088,186,69,63,51,0.884021,2.5,46.2917,0.590037,0.197228,0,0.5,1,220.178,97.4988,220.852,96.3708,220.719,96.5933,1.31439,55.65,1
275,188,68,63,51,180,65,81,66,0.60101,4.60977,186,69,63,51,0.903436,2.23607,37.6738,0.318331,0.197228,0,0.5,1,220.585,97.5165,221.344,96.7101,221.195,96.8692,1.10721,55.65,1
276,189,65,64,52,180,64,83,67,0.598454,6.5192,187,68,63,51,0.841498,3.53553,53.3093,0.804421,0.197228,0,0.5,1,221.322,97.6669,221.81,96.9962,221.714,97.1285,0.829538,55.65,1
277,187,63,67,54,181,61,80,65,0.695769,3.53553,188,66,63,51,0.88806,1.80278,41.4237,0.416053,0.197228,0,0.5,1,221.155,93.0504,222.323,97.264,222.092,96.433,4.37253,55.65,1
278,192,64,62,53,183,62,78,63,0.668702,3.16228,188,65,63,51,0.862178,3.5,31.3784,0.0878167,0.197228,0,0.5,1,222.309,93.9257,222.687,96.5152,222.612,96.0045,2.61686,55.65,1
279,189,62,68,55,185,61,75,61,0.817486,2.06155,189,65,63,51,0.859091,2.69258,35.5726,0.224863,0.197228,0,0.5,1,222.172,91.0967,223.202,96.0538,222.999,95.0761,5.06294,55.65,1
280,192,61,61,54,186,61,73,60,0.752055,3,189,64,61,50,0.842044,3.16228,41.1607,0.407458,0.197228,0,0.5,1,223.158,90.5864,223.575,95.0627,223.493,94.1798,4.49571,55.65,1
281,190,63,66,53,187,63,73,60,0.79863,3.53553,190,64,61,50,0.871927,2.54951,49.965,0.695145,0.197228,0,0.5,1,223.378,92.927,224.064,94.1096,223.929,93.8764,1.36722,55.65,1
282,189,63,67,53,189,65,71,57,0.817269,4.47214,190,64,61,50,0.858913,2.06155,43.1296,0.471792,0.197228,0,0.5,1,224.167,93.343,224.491,93.7912,224.427,93.7028,0.553389,55.65,1
283,190,64,67,51,188,64,73,60,0.780137,4.60977,191,65,61,50,0.892596,2.06155,36.0899,0.241765,0.197228,0,0.5,1,224.923,93.8599,224.986,93.612,224.973,93.6609,0.255626,55.65,1
284,197,65,57,48,189,64,73,60,0.624658,5,191,66,63,51,0.819266,3.90512,34.1028,0.176837,0.197228,0,0.5,1,225.31,94.1953,225.531,93.5732,225.487,93.6959,0.660426,55.65,1
285,195,67,58,47,188,65,72,59,0.641714,4,191,67,63,51,0.848428,2.5,33.7898,0.166609,0.197228,0,0.5,1,223.99,94.2273,226.042,93.6161,225.637,93.7366,2.14143,55.65,1
286,194,65,61,51,186,64,73,60,0.710274,4.03113,190,67,63,51,0.842121,3.60555,47.9069,0.627895,0.197228,0,0.5,1,222.951,94.1904,226.166,93.6646,225.532,93.7683,3.25783,55.65,1
287,193,66,61,47,188,65,72,59,0.674906,5.02494,191,67,61,50,0.847331,3.20156,47.1583,0.603434,0.197228,0,0.5,1,223.61,93.9524,226.02,93.7028,225.545,93.7521,2.42284,55.65,1
288,194,63,62,51,187,63,73,60,0.721918,4.74342,191,66,63,51,0.824034,3.90512,46.5808,0.584564,0.197228,0,0.5,1,223.632,93.3579,226.002,93.6898,225.535,93.6244,2.39347,55.65,1
289,195,64,60,46,188,62,76,62,0.585739,6.08276,191,65,63,51,0.800181,4.30116,54.2891,0.836437,0.197228,0,0.5,1,225.902,93.5331,225.963,93.5579,225.951,93.553,0.065662,55.65,1
290,193,63,63,49,187,61,78,63,0.628205,5.22015,191,64,63,51,0.868327,2.82843,54.2891,0.836436,0.197228,0,0.5,1,225.503,92.348,226.377,93.4862,226.205,93.2617,1.43524,55.65,1
291,194,63,63,49,187,61,78,63,0.628205,5.02494,192,64,63,51,0.868327,2.82843,58.2527,0.965951,0.197228,0,0.5,1,226.106,92.2104,226.62,93.1805,226.519,92.9892,1.09836,55.65,1
292,194,62,63,49,187,60,80,65,0.593654,6.18466,192,64,63,51,0.83513,3.60555,61.2033,1,0.197228,0,0.5,1,226.884,92.3627,226.928,92.8957,226.919,92.7906,0.534833,55.65,1
293,196,64,62,48,185,59,84,69,0.513458,5.5,192,64,63,51,0.84361,3.80789,58.5318,0.917832,0.197228,0,0.5,1,226.843,93.0718,227.328,92.6904,227.232,92.7656,0.617122,55.65,1
294,196,63,62,48,187,60,83,67,0.535156,6.67083,194,64,63,51,0.863034,2.91548,39.0765,0.319434,0.197228,0,0.5,1,227.871,93.9646,227.635,92.6702,227.681,92.9255,1.31575,55.65,1
295,196,66,61,47,187,62,81,66,0.536289,5.59017,193,66,63,51,0.865031,2.82843,45.8218,0.526903,0.197228,0,0.5,1,227.303,94.5809,228.087,92.8465,227.932,93.1886,1.9031,55.65,1
296,197,66,61,47,189,63,78,63,0.583435,5.02494,194,67,63,51,0.831325,3.60555,59.0719,0.934446,0.197228,0,0.5,1,227.785,94.821,228.328,93.1315,228.221,93.4647,1.77456,55.65,1
297,197,69,60,42,190,64,75,61,0.55082,4.52769,194,67,63,51,0.784314,2.91548,50.3895,0.667394,0.197228,0,0.5,1,227.121,94.2112,228.609,93.4291,228.316,93.5834,1.68144,55.65,1
298,199,68,57,45,190,65,76,62,0.544355,5.52268,194,68,63,51,0.798319,3.60555,32.6271,0.121068,0.197228,0,0.5,1,227.957,96.3042,228.685,93.5576,228.542,94.0993,2.84141,55.65,1
299,201,68,55,45,189,62,80,65,0.475962,4.03113,195,68,63,51,0.770308,3.60555,48.6851,0.60937,0.197228,0,0.5,1,228.458,94.5307,228.902,94.1084,228.815,94.1917,0.612933,55.65,1
300,200,67,57,45,190,64,76,62,0.544355,5.52268,194,68,63,51,0.766972,5,58.6233,0.919491,0.197228,0,0.5,1,228.344,95.4361,229.17,94.2062,229.007,94.4487,1.48132,55.65,1
301,197,68,63,47,192,65,73,60,0.676027,3.5,195,67,63,51,0.866949,2.23607,61.5091,1,0.197228,0,0.5,1,228.653,94.5084,229.351,94.4788,229.213,94.4846,0.69936,55.65,1
302,201,69,55,43,193,65,73,60,0.539954,4.60977,195,68,64,52,0.710637,3.80789,58.9361,0.914604,0.197228,0,0.5,1,229.708,95.2464,229.549,94.515,229.58,94.6592,0.748354,55.65,1
303,201,67,58,42,194,64,73,60,0.556164,6.0208,196,66,63,51,0.75817,4.30116,37.5091,0.203468,0.197228,0,0.5,1,231.152,94.1167,229.918,94.6989,230.161,94.5841,1.36468,55.65,1
304,199,69,59,46,194,64,73,60,0.619635,2.82843,197,67,63,51,0.844693,0.5,40.5,0.302733,0.197228,0,0.5,1,230.711,93.7448,230.515,94.6164,230.553,94.4445,0.89338,55.65,1
305,199,66,63,47,195,64,73,60,0.676027,4.60977,197,66,63,51,0.866949,2.82843,27.415,0,0.197228,0,0.5,1,231.965,94.0854,230.909,94.4657,231.117,94.3907,1.12267,55.65,1
306,198,67,65,48,195,64,73,60,0.712329,3.16228,197,67,63,51,0.886506,2.5,44.5647,0.503012,0.197228,0,0.5,1,231.621,93.717,231.486,94.4071,231.513,94.271,0.702997,55.65,1
307,201,67,61,47,196,65,73,60,0.654566,4.60977,199,68,63,51,0.857056,3.16228,45.0825,0.518197,0.197228,0,0.5,1,232.476,94.9174,231.884,94.2787,232.001,94.4047,0.870998,55.65,1
308,197,65,67,51,196,64,73,60,0.780137,4.03113,198,67,63,51,0.871296,2.23607,60.4992,0.970377,0.197228,0,0.5,1,232.906,94.265,232.379,94.4204,232.483,94.3898,0.549908,55.65,1
309,200,69,65,47,195,64,75,61,0.66776,2,199,69,63,51,0.868813,2.82843,49.071,0.635182,0.197228,0,0.5,1,232.886,94.2929,232.868,94.4036,232.871,94.3818,0.112194,55.65,1
310,199,66,67,50,195,64,75,61,0.73224,3.5,199,69,63,51,0.822043,4.03113,41.8667,0.423877,0.197228,0,0.5,1,232.647,94.8312,233.257,94.3942,233.136,94.4804,0.750304,55.65,1
311,201,68,62,46,195,64,76,62,0.605263,4.12311,199,69,63,51,0.826807,3.80789,55.1754,0.814229,0.197228,0,0.5,1,233.225,94.5925,233.514,94.4983,233.457,94.5169,0.303575,55.65,1
312,203,69,62,45,197,65,75,61,0.609836,4.03113,201,69,63,51,0.842541,3.3541,47.159,0.579103,0.197228,0,0.5,1,233.967,95.0657,233.831,94.536,233.858,94.6405,0.546879,55.65,1
313,204,68,60,50,197,67,73,60,0.684932,4.03113,200,70,63,51,0.837622,3.53553,20.9824,0,0.197228,0,0.5,1,233.693,96.9918,234.233,94.6663,234.127,95.125,2.38741,55.65,1
314,202,68,64,47,197,64,76,62,0.63837,3.64005,201,69,63,51,0.846542,3.3541,49.9951,0.715891,0.197228,0,0.5,1,235.005,95.4225,234.495,95.1803,234.596,95.2281,0.564426,55.65,1
315,205,69,61,47,197,65,76,62,0.608447,3.53553,202,70,63,51,0.831325,3.60555,51.8502,0.761665,0.197228,0,0.5,1,235.374,95.8899,234.971,95.2865,235.05,95.4055,0.725291,55.65,1
316,207,69,58,46,198,66,75,61,0.583169,4.52769,202,68,63,51,0.830377,2.91548,95.8463,1,0.197228,0,0.5,1,235.22,96.0555,235.431,95.4715,235.389,95.5867,0.620766,55.65,1
317,208,70,57,45,200,67,72,59,0.603814,4.03113,203,69,63,51,0.798319,2.82843,64.1878,0.577119,0.197228,0,0.5,1,236.319,95.7942,235.767,95.6601,235.876,95.6865,0.568017,55.65,1
318,209,68,56,45,199,65,73,60,0.575342,4.74342,203,67,63,51,0.784314,3.20156,45.1695,0.32308,0.197228,0,0.5,1,236.167,95.1372,236.26,95.7617,236.242,95.6385,0.631456,55.65,1
319,207,67,59,47,198,64,78,63,0.564306,5.02494,203,66,63,51,0.863056,2.23607,50.8701,0.399227,0.197228,0,0.5,1,237.229,95.2904,236.625,95.7057,236.744,95.6238,0.732512,55.65,1
320,207,67,59,47,199,64,76,62,0.588497,4.52769,204,67,63,51,0.863056,2.23607,71.3782,0.673165,0.197228,0,0.5,1,237.219,95.5528,237.135,95.6858,237.152,95.6595,0.156879,55.65,1
321,211,70,56,45,200,65,75,61,0.55082,3.3541,204,68,63,51,0.784314,3.64005,84.805,0.852515,0.197228,0,0.5,1,237.597,95.8252,237.544,95.7198,237.554,95.7406,0.11811,55.65,1
322,211,68,56,47,200,65,78,63,0.535613,5,204,67,63,51,0.819172,3.64005,67.8616,0.626192,0.197228,0,0.5,1,238.757,96.2414,237.947,95.8022,238.107,95.8888,0.921233,55.65,1
323,212,68,54,47,200,65,76,62,0.538625,4.60977,205,69,63,51,0.760331,3.90512,59.8801,0.519578,0.197228,0,0.5,1,238.36,96.4683,238.51,95.956,238.48,96.057,0.533729,55.65,1
324,210,70,58,46,203,67,73,60,0.609132,4.03113,205,69,63,51,0.830377,2.91548,74.8919,0.7201,0.197228,0,0.5,1,239.256,96.4742,238.882,96.1307,238.955,96.1984,0.50785,55.65,1
325,213,69,55,46,204,67,72,59,0.595574,4.52769,206,69,63,51,0.787426,3.90512,52.9778,0.427381,0.197228,0,0.5,1,239.653,96.5615,239.361,96.2765,239.419,96.3327,0.407743,55.65,1
326,212,70,57,47,205,68,71,57,0.661972,3,206,69,63,51,0.8338,3.16228,46.4416,0.340072,0.197228,0,0.5,1,240.069,96.6552,239.828,96.4143,239.876,96.4618,0.340369,55.65,1
327,213,68,55,49,205,68,71,57,0.665925,4,207,69,63,51,0.807834,2.82843,40.6925,0.263279,0.197228,0,0.5,1,240.724,96.5297,240.288,96.5465,240.374,96.5432,0.43546,55.65,1
328,212,70,56,46,206,69,69,56,0.666667,4.03113,207,70,63,51,0.801743,2.91548,43.027,0.294462,0.197228,0,0.5,1,241.027,96.7209,240.792,96.6276,240.839,96.646,0.25241,55.65,1
329,217,70,52,44,206,68,69,56,0.592133,4.71699,207,69,64,52,0.6875,5,29.3782,0.112148,0.197228,0,0.5,1,240.953,96.6368,241.26,96.7317,241.199,96.713,0.320762,55.65,1
330,216,70,54,45,207,69,68,55,0.649733,4.47214,208,70,63,51,0.756303,4.60977,47.4102,0.353011,0.197228,0,0.5,1,241.364,96.5944,241.617,96.7974,241.567,96.7574,0.323994,55.65,1
331,215,71,56,46,208,69,68,55,0.68877,2.69258,208,69,63,51,0.801743,3.53553,27.8425,0.0916347,0.197228,0,0.5,1,242.263,96.6354,241.981,96.8392,242.037,96.799,0.348453,55.65,1
332,216,69,54,48,208,69,68,55,0.693048,3.64005,209,69,63,51,0.806723,2.91548,32.5764,0.154867,0.197228,0,0.5,1,242.108,96.6938,242.454,96.8783,242.386,96.8419,0.392689,55.65,1
333,215,70,57,47,207,67,72,59,0.63065,3.04138,209,68,63,51,0.8338,3,28.7711,0.104038,0.197228,0,0.5,1,243.385,96.4579,242.799,96.9189,242.915,96.828,0.745554,55.65,1
334,217,67,55,48,206,66,73,60,0.60274,5.38516,209,68,63,51,0.791004,4.71699,38.3268,0.231679,0.197228,0,0.5,1,243.151,95.8648,243.335,96.8991,243.299,96.6951,1.05054,55.65,1
335,216,68,57,48,206,66,76,62,0.580645,5.02494,210,67,63,51,0.851541,3.04138,30.2572,0.123889,0.197228,0,0.5,1,244.354,96.7526,243.717,96.7531,243.843,96.753,0.636765,55.65,1
336,217,69,55,47,205,65,78,63,0.526048,4.03113,210,69,63,51,0.804544,3.60555,40.2431,0.257276,0.197228,0,0.5,1,244.216,97.1342,244.269,96.811,244.259,96.8747,0.327662,55.65,1
337,218,69,55,45,206,65,78,63,0.503663,5.02494,211,68,63,51,0.770308,3.60555,35.2661,0.190795,0.197228,0,0.5,1,245.158,96.8058,244.684,96.9368,244.778,96.911,0.491314,55.65,1
338,217,69,56,49,205,66,78,63,0.558405,4.12311,211,69,63,51,0.854031,2.69258,37.3431,0.21854,0.197228,0,0.5,1,244.472,97.6664,245.21,96.9714,245.064,97.1085,1.01371,55.65,1
339,219,70,54,46,207,66,76,62,0.527165,4.12311,212,69,63,51,0.773109,2.91548,45.2101,0.323624,0.197228,0,0.5,1,245.648,97.5189,245.486,97.1777,245.518,97.245,0.377313,55.65,1
340,218,69,56,49,208,66,78,63,0.558405,4.12311,213,69,63,51,0.854031,1.80278,44.7712,0.31776,0.197228,0,0.5,1,246.9,97.1902,245.943,97.3186,246.131,97.2933,0.9661,55.65,1
341,218,70,56,47,208,65,76,62,0.558574,2.5,212,69,63,51,0.819172,2.69258,40.2167,0.256924,0.197228,0,0.5,1,246.308,96.4059,246.568,97.3652,246.517,97.176,0.993776,55.65,1
342,219,68,58,46,210,66,75,61,0.583169,5.52268,213,68,63,51,0.804541,4.30116,42.971,0.293714,0.197228,0,0.5,1,247.676,96.1668,246.95,97.2358,247.093,97.025,1.29236,55.65,1
343,221,70,56,43,212,67,72,59,0.566855,5.09902,213,68,63,51,0.726351,4.92443,37.1549,0.136939,0.197228,0,0.5,1,248.189,95.9791,247.536,97.0712,247.665,96.8558,1.2728,55.65,1
344,219,65,59,48,211,64,73,60,0.646575,5.09902,213,66,63,51,0.7959,4.71699,25.1316,0,0.197228,0,0.5,1,247.327,94.0947,248.115,96.8882,247.96,96.3372,2.9025,55.65,1
345,218,65,61,47,212,64,72,59,0.674906,5.02494,213,66,63,51,0.781946,5,20.6081,0,0.197228,0,0.5,1,247.977,93.3579,248.401,96.3343,248.317,95.7472,3.00634,55.65,1
346,221,68,57,44,213,66,72,59,0.590395,5.52268,214,67,63,51,0.756524,4.71699,46.6991,0.406421,0.197228,0,0.5,1,248.605,94.9808,248.753,95.7065,248.723,95.5634,0.740586,55.65,1
347,221,68,55,44,211,66,73,60,0.552511,6.08276,215,67,63,51,0.75319,3.20156,51.266,0.477561,0.197228,0,0.5,1,248.081,95.5918,249.157,95.5135,248.945,95.5289,1.07858,55.65,1
348,220,73,57,44,210,69,76,62,0.532258,5.02494,215,72,63,51,0.780579,3.20156,41.505,0.325512,0.197228,0,0.5,1,248.6,100.554,249.365,95.48,249.214,96.4809,5.13181,55.65,1
349,218,75,60,46,213,73,72,59,0.649718,4.60977,214,75,63,51,0.832771,3.53553,40.0682,0.303131,0.197228,0,0.5,1,248.614,102.657,249.624,96.4962,249.425,97.7114,6.24345,55.65,1
350,219,78,59,41,214,75,71,57,0.597727,5.09902,215,76,63,51,0.752879,3.60555,38.988,0.286305,0.197228,0,0.5,1,249.109,103.238,249.822,97.8048,249.682,98.8763,5.47933,55.65,1
351,221,74,57,48,213,75,72,59,0.6223,6.5192,215,75,63,51,0.819266,3.90512,38.4149,0.328031,0.197228,0,0.5,1,249.454,103.844,250.07,99.0386,249.948,99.9863,4.84443,55.65,1
352,221,77,58,45,211,70,76,62,0.553905,1.80278,215,75,63,51,0.787293,3.64005,31.8877,0.207789,0.197228,0,0.5,1,249.279,101.551,250.329,100.209,250.122,100.474,1.70332,55.65,1
353,224,72,55,48,212,70,78,63,0.537241,5.52268,217,73,64,52,0.764115,3.90512,36.7462,0.297291,0.197228,0,0.5,1,250.831,101.33,250.489,100.714,250.556,100.836,0.704505,55.65,1
354,222,69,58,50,215,68,73,60,0.6621,4.03113,217,71,63,51,0.836287,3.53553,25.2269,0.142687,0.197228,0,0.5,1,251.525,98.0377,250.928,101.084,251.046,100.483,3.10389,55.65,1
355,221,67,61,48,213,64,78,63,0.595849,4.52769,217,66,63,51,0.855848,3.04138,40.9505,0.663526,0.197228,0,0.5,1,251.9,95.3267,251.425,100.692,251.519,99.634,5.38663,55.65,1
356,225,61,55,46,214,57,78,63,0.514856,4.52769,218,60,63,51,0.787426,3.3541,36.9621,0.533434,0.197228,0,0.5,1,253.144,88.9541,251.904,99.7754,252.148,97.6412,10.8923,55.65,1
357,221,57,62,49,216,55,75,61,0.664044,4.272,219,58,63,51,0.881132,2.5,31.0969,0.342124,0.197228,0,0.5,1,253.303,85.7904,252.549,97.6454,252.698,95.3073,11.879,55.65,1
358,222,57,61,48,215,52,76,62,0.621392,2.06155,219,55,63,51,0.883165,2.06155,36.9496,0.533026,0.197228,0,0.5,1,252.917,83.5548,253.108,95.1614,253.071,92.8722,11.6081,55.65,1
359,227,55,54,50,216,54,76,62,0.573005,5,220,57,63,51,0.780488,3.53553,29.3782,0.286063,0.197228,0,0.5,1,253.838,85.5507,253.479,92.5792,253.55,91.193,7.03776,55.65,1
360,228,58,52,46,216,55,76,62,0.50764,5,220,57,63,51,0.744476,2.91548,44.9512,0.794022,0.197228,0,0.5,1,254.172,85.6019,253.962,90.8109,254.004,89.7836,5.21321,55.65,1
361,225,60,56,47,218,57,72,59,0.619586,3.16228,219,59,63,51,0.819172,2.69258,31.1366,0.343419,0.197228,0,0.5,1,253.656,86.6675,254.419,89.3355,254.268,88.8093,2.77491,55.65,1
362,225,61,54,48,218,60,71,57,0.640474,3.80789,219,62,63,51,0.77686,2.91548,40.1313,0.636807,0.197228,0,0.5,1,252.994,88.3104,254.674,88.3274,254.342,88.3241,1.68011,55.65,1
363,225,66,56,46,216,63,75,61,0.56306,4.52769,219,65,63,51,0.801743,2.91548,41.8153,0.691736,0.197228,0,0.5,1,253.95,93.0166,254.727,87.842,254.574,88.8625,5.23261,55.65,1
364,225,68,57,48,218,65,73,60,0.624658,3.16228,220,67,61,50,0.867657,3,37.5286,0.551912,0.197228,0,0.5,1,254.838,94.4753,254.948,88.446,254.926,89.6352,6.03033,55.65,1
365,223,69,61,46,220,66,71,57,0.693353,3.20156,221,67,63,51,0.873327,1.11803,49.9668,0.95762,0.197228,0,0.5,1,254.936,95.0428,255.299,89.2951,255.228,90.4287,5.7592,55.65,1
366,225,70,58,46,221,68,69,56,0.690476,3.3541,220,70,63,51,0.830377,3.53553,36.466,0.517253,0.197228,0,0.5,1,255.412,96.2166,255.596,90.1614,255.56,91.3556,6.05797,55.65,1
367,223,72,62,43,221,68,69,56,0.689959,2.91548,221,69,63,51,0.80559,1.80278,47.7964,0.886828,0.197228,0,0.5,1,255.483,96.2176,255.926,91.1651,255.839,92.1616,5.07187,55.65,1
368,224,69,62,48,221,69,68,55,0.795722,3.5,221,69,63,51,0.870354,2.91548,39.5625,0.618253,0.197228,0,0.5,1,254.909,96.4702,256.199,92.035,255.945,92.9098,4.61893,55.65,1
369,225,70,60,46,219,67,75,61,0.603279,4.74342,222,69,63,51,0.85901,2.12132,28.5702,0.259706,0.197228,0,0.5,1,256.229,97.5307,256.289,92.8394,256.277,93.7646,4.69163,55.65,1
370,223,69,68,48,221,66,72,59,0.768362,2.5,221,68,63,51,0.825021,4.52769,37.7727,0.559873,0.197228,0,0.5,1,257.437,95.6049,256.62,93.7537,256.781,94.1188,2.0233,55.65,1
371,227,69,59,48,222,66,69,56,0.732919,1,223,68,63,51,0.881419,2.06155,56.5754,1,0.197228,0,0.5,1,256.198,94.24,257.135,94.1314,256.95,94.1528,0.943201,55.65,1
372,228,69,58,46,222,66,69,56,0.690476,2.06155,222,67,63,51,0.804541,3.53553,40.4071,0.550472,0.197228,0,0.5,1,256.706,94.2434,257.292,94.1667,257.177,94.1819,0.591267,55.65,1
373,228,69,56,45,222,66,69,56,0.652174,2.54951,221,65,65,53,0.731495,2.5,34.8948,0.397213,0.197228,0,0.5,1,256.977,94.1032,257.511,94.1967,257.406,94.1783,0.541829,55.65,1
374,226,68,62,47,222,66,71,57,0.72004,3.04138,222,66,64,52,0.824079,3.04138,31.6237,0.306267,0.197228,0,0.5,1,257.499,94.2303,257.734,94.192,257.687,94.1996,0.237279,55.65,1
375,229,67,55,46,220,64,75,61,0.553005,4.60977,223,66,63,51,0.787426,2.5,42.5742,0.553368,0.197228,0,0.5,1,257.145,94.0389,258.012,94.2138,257.841,94.1793,0.884813,55.65,1
376,228,69,59,43,220,64,75,61,0.554536,4,225,67,61,50,0.806337,2.5,42.2721,0.543731,0.197228,0,0.5,1,257.81,94.5525,258.155,94.1913,258.087,94.2625,0.49945,55.65,1
377,229,67,56,45,220,63,76,62,0.534805,4.60977,223,65,64,52,0.757212,2.5,36.741,0.367293,0.197228,0,0.5,1,258.005,94.4593,258.396,94.2791,258.319,94.3146,0.430702,55.65,1
378,228,68,58,45,220,63,76,62,0.553905,3.64005,224,66,63,51,0.812325,1.80278,27.5833,0.0751673,0.197228,0,0.5,1,258.616,94.0308,258.623,94.3335,258.622,94.2738,0.302802,55.65,1
379,225,68,64,46,220,63,76,62,0.624788,3.16228,224,67,63,51,0.862935,2.12132,30.3222,0.162536,0.197228,0,0.5,1,258.549,94.4169,258.926,94.2888,258.852,94.314,0.398054,55.65,1
380,229,67,59,45,222,64,73,60,0.606164,4.5,222,65,64,52,0.750439,4.74342,33.5743,0.266279,0.197228,0,0.5,1,258.459,93.9174,259.151,94.3307,259.015,94.2492,0.806573,55.65,1
381,226,68,62,49,223,66,71,57,0.75068,2.5,222,67,67,54,0.83969,2.12132,43.3528,0.578206,0.197228,0,0.5,1,258.552,94.4512,259.305,94.2606,259.157,94.2982,0.777375,55.65,1
382,227,68,60,47,224,67,68,55,0.754011,3.16228,222,66,65,53,0.818578,2.69258,37.2853,0.384656,0.197228,0,0.5,1,258.411,94.7675,259.438,94.312,259.235,94.4018,1.12351,55.65,1
383,226,71,60,44,223,68,68,55,0.705882,2.69258,224,68,63,51,0.821662,0.707107,17.5701,0,0.197228,0,0.5,1,257.378,95.2966,259.503,94.4214,259.084,94.594,2.29901,55.65,1
384,227,70,61,48,222,69,72,59,0.689266,4.52769,223,70,63,51,0.855848,3.3541,24.2495,0.171243,0.197228,0,0.5,1,257.67,98.3023,259.325,94.6247,258.999,95.35,4.03287,55.65,1
385,227,74,61,48,221,70,75,61,0.64,2.69258,224,72,64,52,0.879808,1.5,31.7741,0.364156,0.197228,0,0.5,1,258.283,100.027,259.219,95.4273,259.035,96.3345,4.69401,55.65,1
386,229,70,59,50,223,69,72,59,0.694444,3.53553,224,71,63,51,0.855766,3.3541,28.573,0.282087,0.197228,0,0.5,1,258.783,98.3105,259.243,96.47,259.152,96.833,1.8971,55.65,1
387,224,71,65,50,222,71,72,59,0.765066,4.74342,226,72,63,51,0.914396,1.80278,26.5095,0.229184,0.197228,0,0.5,1,258.342,99.7933,259.355,96.9919,259.155,97.5444,2.97877,55.65,1
388,226,72,64,52,222,72,75,61,0.727432,4.74342,224,74,65,53,0.869445,2.91548,31.9009,0.367407,0.197228,0,0.5,1,259.254,102.353,259.345,97.7388,259.327,98.6488,4.61512,55.65,1
389,224,75,64,51,220,72,80,65,0.627692,5.65685,223,73,67,54,0.902156,0.707107,31.0276,0.345019,0.197228,0,0.5,1,259.535,104.233,259.516,98.9017,259.519,99.9532,5.33165,55.65,1
