frame,gt_x,gt_y,gt_w,gt_h,upd_x,upd_y,upd_w,upd_h,upd_iou,upd_err,pure_x,pure_y,pure_w,pure_h,pure_iou,pure_err,apce,apce_norm,kf_trace,kf_uncert,kf_r,accept,meas_x,meas_y,kf_pred_x,kf_pred_y,kf_corr_x,kf_corr_y,innov,innov_thresh,search_scale
276,238,179,113,108,-59,421,117,116,0,384.111,242,180,104,103,0.877745,1.58114,0,0,1114.23,1,5,0,-2098.78,1892.34,-2098.78,1892.34,-2098.78,1892.34,0,55.2,1.1
277,240,185,114,111,-59,421,117,116,0,381.298,242,189,104,103,0.846531,3,0,0,1127.36,1,5,0,-2107.46,1898.33,-2107.46,1898.33,-2107.46,1898.33,0,55.2,1.1
278,242,196,103,103,-59,421,117,116,0,374.203,240,196,106,105,0.95319,1.11803,0,0,1140.59,1,5,0,-2116.15,1904.33,-2116.15,1904.33,-2116.15,1904.33,0,55.2,1.1
279,235,201,113,107,-59,421,117,116,0,368.326,239,200,106,105,0.903829,2.06155,0,0,1153.92,1,5,0,-2124.83,1910.32,-2124.83,1910.32,-2124.83,1910.32,0,55.2,1.1
280,233,203,111,106,-59,421,117,116,0,365.034,229,205,108,107,0.864865,6.04152,0,0,1167.36,1,5,0,-2133.52,1916.31,-2133.52,1916.31,-2133.52,1916.31,0,55.2,1.1
281,211,211,109,112,-59,421,117,116,0,340.147,213,214,108,107,0.929679,1.58114,0,0,1180.9,1,5,0,-2142.21,1922.3,-2142.21,1922.3,-2142.21,1922.3,0,55.2,1.1
282,204,227,116,111,-59,421,117,116,0,327.9,207,230,108,107,0.897484,1.41421,0,0,1194.54,1,5,0,-2150.89,1928.29,-2150.89,1928.29,-2150.89,1928.29,0,55.2,1.1
283,217,234,111,109,-59,421,117,116,0,332.895,216,230,110,109,0.905172,4.272,0,0,1208.29,1,5,0,-2159.58,1934.28,-2159.58,1934.28,-2159.58,1934.28,0,55.2,1.1
284,217,225,115,111,-59,421,117,116,0,339.157,221,226,110,109,0.939287,1.5,0,0,1222.14,1,5,0,-2168.26,1940.28,-2168.26,1940.28,-2168.26,1940.28,0,55.2,1.1
285,215,221,109,108,-59,421,117,116,0,338.402,215,221,108,107,0.981651,0.707107,0,0,1236.1,1,5,0,-2176.95,1946.27,-2176.95,1946.27,-2176.95,1946.27,0,55.2,1.1
286,210,218,112,110,-59,421,117,116,0,336.836,215,219,106,105,0.903409,2.5,0,0,1250.17,1,5,0,-2185.64,1952.26,-2185.64,1952.26,-2185.64,1952.26,0,55.2,1.1
287,223,209,108,105,-59,421,117,116,0,352.58,226,212,104,103,0.926949,2.23607,0,0,1264.34,1,5,0,-2194.32,1958.25,-2194.32,1958.25,-2194.32,1958.25,0,55.2,1.1
288,240,177,139,121,-59,421,117,116,0,392.966,250,187,104,103,0.636899,7.56637,0,0,1278.61,1,5,0,-2203.01,1964.24,-2203.01,1964.24,-2203.01,1964.24,0,55.2,1.1
289,271,158,119,109,-59,421,117,116,0,424.951,275,162,106,105,0.858068,3.20156,0,0,1293,1,5,0,-2211.69,1970.23,-2211.69,1970.23,-2211.69,1970.23,0,55.2,1.1
290,280,159,110,103,-59,421,117,116,0,429.712,281,157,106,105,0.945937,1.41421,0,0,1307.49,1,5,0,-2220.38,1976.22,-2220.38,1976.22,-2220.38,1976.22,0,55.2,1.1
291,274,166,118,105,-59,421,117,116,0,423.181,280,167,106,105,0.882202,1,0,0,1322.09,1,5,0,-2229.07,1982.22,-2229.07,1982.22,-2229.07,1982.22,0,55.2,1.1
292,267,179,126,115,-59,421,117,116,0,409.923,273,192,106,105,0.730146,8.94427,0,0,1336.8,1,5,0,-2237.75,1988.21,-2237.75,1988.21,-2237.75,1988.21,0,55.2,1.1
293,262,207,117,113,-59,421,117,116,0,386.628,266,214,106,105,0.841843,3.3541,0,0,1351.62,1,5,0,-2246.44,1994.2,-2246.44,1994.2,-2246.44,1994.2,0,55.2,1.1
294,257,226,118,105,-59,421,117,116,0,374.663,261,224,106,105,0.86637,2.82843,0,0,1366.54,1,5,0,-2255.12,2000.19,-2255.12,2000.19,-2255.12,2000.19,0,55.2,1.1
295,233,217,127,110,-59,421,117,116,0,362.019,244,223,104,103,0.766786,2.54951,0,0,1381.58,1,5,0,-2263.81,2006.18,-2263.81,2006.18,-2263.81,2006.18,0,55.2,1.1
296,213,223,112,106,-59,421,117,116,0,337.401,220,224,104,103,0.902291,3.04138,0,0,1396.72,1,5,0,-2272.5,2012.17,-2272.5,2012.17,-2272.5,2012.17,0,55.2,1.1
297,217,230,108,106,-59,421,117,116,0,334.856,218,234,104,103,0.918283,2.69258,0,0,1411.98,1,5,0,-2281.18,2018.17,-2281.18,2018.17,-2281.18,2018.17,0,55.2,1.1
298,226,244,108,105,-59,421,117,116,0,334.644,227,242,106,105,0.945118,2,0,0,1427.35,1,5,0,-2289.87,2024.16,-2289.87,2024.16,-2289.87,2024.16,0,55.2,1.1
299,235,240,109,103,-59,421,117,116,0,345.335,236,241,106,105,0.936509,2.06155,0,0,1442.82,1,5,0,-2298.56,2030.15,-2298.56,2030.15,-2298.56,2030.15,0,55.2,1.1
300,234,216,114,107,-59,421,117,116,0,358.974,237,223,106,105,0.83281,6.08276,0,0,1458.41,1,5,0,-2307.24,2036.14,-2307.24,2036.14,-2307.24,2036.14,0,55.2,1.1
301,239,208,110,102,-59,421,117,116,0,367.601,239,206,106,105,0.937077,2.06155,0,0,1474.11,1,5,0,-2315.93,2042.13,-2315.93,2042.13,-2315.93,2042.13,0,55.2,1.1
302,247,204,126,107,-59,421,117,116,0,381.409,259,206,104,103,0.794541,1,0,0,1489.93,1,5,0,-2324.61,2048.12,-2324.61,2048.12,-2324.61,2048.12,0,55.2,1.1
303,281,208,126,107,-59,421,117,116,0,407.414,286,208,104,103,0.794541,6.32456,0,0,1505.85,1,5,0,-2333.3,2054.11,-2333.3,2054.11,-2333.3,2054.11,0,55.2,1.1
304,300,207,112,103,-59,421,117,116,0,419.181,302,207,104,103,0.928571,2,0,0,1521.89,1,5,0,-2341.99,2060.11,-2341.99,2060.11,-2341.99,2060.11,0,55.2,1.1
305,292,206,110,94,-59,421,117,116,0,414.527,294,200,104,103,0.866974,1.80278,0,0,1538.04,1,5,0,-2350.67,2066.1,-2350.67,2066.1,-2350.67,2066.1,0,55.2,1.1
306,282,200,108,98,-59,421,117,116,0,407.593,281,200,104,103,0.901089,3.90512,0,0,1554.31,1,5,0,-2359.36,2072.09,-2359.36,2072.09,-2359.36,2072.09,0,55.2,1.1
307,276,205,100,106,-59,421,117,116,0,394.263,272,208,104,103,0.935343,2.5,0,0,1570.69,1,5,0,-2368.04,2078.08,-2368.04,2078.08,-2368.04,2078.08,0,55.2,1.1
308,263,223,114,103,-59,421,117,116,0,380.185,265,225,104,103,0.878996,3.60555,0,0,1587.19,1,5,0,-2376.73,2084.07,-2376.73,2084.07,-2376.73,2084.07,0,55.2,1.1
309,252,237,114,105,-59,421,117,116,0,362.906,257,235,104,103,0.862539,3,0,0,1603.8,1,5,0,-2385.42,2090.06,-2385.42,2090.06,-2385.42,2090.06,0,55.2,1.1
310,252,240,106,101,-59,421,117,116,0,358.974,254,236,106,105,0.926933,2.82843,0,0,1620.52,1,5,0,-2394.1,2096.06,-2394.1,2096.06,-2394.1,2096.06,0,55.2,1.1
311,260,232,110,104,-59,421,117,116,0,370.898,262,232,106,105,0.95479,0.5,0,0,1637.36,1,5,0,-2402.79,2102.05,-2402.79,2102.05,-2402.79,2102.05,0,55.2,1.1
312,268,222,104,102,-59,421,117,116,0,380.994,266,223,106,105,0.935019,2.69258,0,0,1654.32,1,5,0,-2411.47,2108.04,-2411.47,2108.04,-2411.47,2108.04,0,55.2,1.1
313,261,217,107,99,-59,421,117,116,0,379.975,260,215,106,105,0.917638,1.80278,0,0,1671.4,1,5,0,-2420.16,2114.03,-2420.16,2114.03,-2420.16,2114.03,0,55.2,1.1
314,254,207,113,103,-59,421,117,116,0,381.236,258,207,106,105,0.921272,1.11803,0,0,1688.59,1,5,0,-2428.85,2120.02,-2428.85,2120.02,-2428.85,2120.02,0,55.2,1.1
315,256,204,105,105,-59,421,117,116,0,380.772,256,204,106,105,0.990566,0.5,0,0,1705.9,1,5,0,-2437.53,2126.01,-2437.53,2126.01,-2437.53,2126.01,0,55.2,1.1
316,258,201,111,106,-59,421,117,116,0,386.291,260,203,104,103,0.91042,1.58114,0,0,1723.32,1,5,0,-2446.22,2132,-2446.22,2132,-2446.22,2132,0,55.2,1.1
317,271,193,102,99,-59,421,117,116,0,399.923,268,194,104,103,0.907075,3.60555,0,0,1740.87,1,5,0,-2454.9,2138,-2454.9,2138,-2454.9,2138,0,55.2,1.1
318,269,188,105,101,-59,421,117,116,0,401.901,268,187,104,103,0.953179,1.5,0,0,1758.53,1,5,0,-2463.59,2143.99,-2463.59,2143.99,-2463.59,2143.99,0,55.2,1.1
319,268,192,110,103,-59,421,117,116,0,400.141,270,194,104,103,0.910383,2.23607,0,0,1776.32,1,5,0,-2472.28,2149.98,-2472.28,2149.98,-2472.28,2149.98,0,55.2,1.1
320,271,211,118,104,-59,421,117,116,0,394.824,278,208,104,103,0.826446,3.5,0,0,1794.22,1,5,0,-2480.96,2155.97,-2480.96,2155.97,-2480.96,2155.97,0,55.2,1.1
321,279,220,116,103,-59,421,117,116,0,396.185,286,221,104,103,0.880186,1.41421,0,0,1812.24,1,5,0,-2489.65,2161.96,-2489.65,2161.96,-2489.65,2161.96,0,55.2,1.1
322,288,229,113,101,-59,421,117,116,0,398.529,291,226,104,103,0.886994,2.5,0,0,1830.38,1,5,0,-2498.33,2167.95,-2498.33,2167.95,-2498.33,2167.95,0,55.2,1.1
323,271,231,123,100,-59,421,117,116,0,387.418,274,226,104,103,0.795008,7.38241,0,0,1848.65,1,5,0,-2507.02,2173.94,-2507.02,2173.94,-2507.02,2173.94,0,55.2,1.1
324,245,230,115,104,-59,421,117,116,0,361.411,246,234,104,103,0.847458,5.70088,0,0,1867.03,1,5,0,-2515.71,2179.94,-2515.71,2179.94,-2515.71,2179.94,0,55.2,1.1
325,219,231,115,105,-59,421,117,116,0,339.042,226,234,104,103,0.871007,2.5,0,0,1885.54,1,5,0,-2524.39,2185.93,-2524.39,2185.93,-2524.39,2185.93,0,55.2,1.1
326,207,223,115,97,-59,421,117,116,0,336.573,211,218,104,103,0.856439,2.5,0,0,1904.17,1,5,0,-2533.08,2191.92,-2533.08,2191.92,-2533.08,2191.92,0,55.2,1.1
327,199,187,117,105,-59,421,117,116,0,352.029,202,194,104,103,0.795939,6.94622,0,0,1922.92,1,5,0,-2541.76,2197.91,-2541.76,2197.91,-2541.76,2197.91,0,55.2,1.1
328,197,165,118,103,-59,421,117,116,0,367.013,202,168,104,103,0.834269,3.60555,0,0,1941.79,1,5,0,-2550.45,2203.9,-2550.45,2203.9,-2550.45,2203.9,0,55.2,1.1
329,212,164,103,94,-59,421,117,116,0,376.191,213,162,102,101,0.922278,1.58114,0,0,1960.78,1,5,0,-2559.14,2209.89,-2559.14,2209.89,-2559.14,2209.89,0,55.2,1.1
330,221,169,112,98,-59,421,117,116,0,380.956,226,169,102,101,0.886013,1.5,0,0,1979.9,1,5,0,-2567.82,2215.88,-2567.82,2215.88,-2567.82,2215.88,0,55.2,1.1
331,237,177,109,102,-59,421,117,116,0,385.052,241,178,102,101,0.926606,0.707107,0,0,1999.15,1,5,0,-2576.51,2221.88,-2576.51,2221.88,-2576.51,2221.88,0,55.2,1.1
332,243,183,109,98,-59,421,117,116,0,387.057,248,180,102,101,0.90972,2.12132,0,0,2018.51,1,5,0,-2585.19,2227.87,-2585.19,2227.87,-2585.19,2227.87,0,55.2,1.1
333,251,183,105,99,-59,421,117,116,0,391.38,255,184,102,101,0.916566,3.20156,0,0,2038.01,1,5,0,-2593.88,2233.86,-2593.88,2233.86,-2593.88,2233.86,0,55.2,1.1
334,257,196,112,103,-59,421,117,116,0,389.711,267,200,100,99,0.858183,4.47214,0,0,2057.62,1,5,0,-2602.57,2239.85,-2602.57,2239.85,-2602.57,2239.85,0,55.2,1.1
335,284,226,108,95,-59,421,117,116,0,395.996,283,226,100,99,0.874477,5.38516,0,0,2077.37,1,5,0,-2611.25,2245.84,-2611.25,2245.84,-2611.25,2245.84,0,55.2,1.1
336,290,249,107,96,-59,421,117,116,0,389.179,293,247,102,101,0.90818,0.707107,0,0,2097.24,1,5,0,-2619.94,2251.83,-2619.94,2251.83,-2619.94,2251.83,0,55.2,1.1
337,282,246,113,97,-59,421,117,116,0,385.955,285,241,102,101,0.853631,3.90512,0,0,2117.23,1,5,0,-2628.62,2257.82,-2628.62,2257.82,-2628.62,2257.82,0,55.2,1.1
338,271,211,111,96,-59,421,117,116,0,394.118,277,214,102,101,0.826883,5.70088,0,0,2137.35,1,5,0,-2637.31,2263.82,-2637.31,2263.82,-2637.31,2263.82,0,55.2,1.1
339,259,196,114,102,-59,421,117,116,0,392.424,266,198,102,101,0.869565,1.80278,0,0,2157.6,1,5,0,-2646,2269.81,-2646,2269.81,-2646,2269.81,0,55.2,1.1
340,239,190,113,103,-59,421,117,116,0,379.503,245,191,102,101,0.885128,0.5,0,0,2177.98,1,5,0,-2654.68,2275.8,-2654.68,2275.8,-2654.68,2275.8,0,55.2,1.1
341,221,196,112,98,-59,421,117,116,0,362.991,223,198,102,101,0.852516,4.60977,0,0,2198.48,1,5,0,-2663.37,2281.79,-2663.37,2281.79,-2663.37,2281.79,0,55.2,1.1
342,219,209,101,100,-59,421,117,116,0,348.281,217,214,102,101,0.8714,5.70088,0,0,2219.11,1,5,0,-2672.05,2287.78,-2672.05,2287.78,-2672.05,2287.78,0,55.2,1.1
343,223,229,108,94,-59,421,117,116,0,343.824,227,225,100,99,0.882463,1.5,0,0,2239.87,1,5,0,-2680.74,2293.77,-2680.74,2293.77,-2680.74,2293.77,0,55.2,1.1
344,240,226,106,92,-59,421,117,116,0,359.154,247,226,100,99,0.863809,5.31507,0,0,2260.76,1,5,0,-2689.43,2299.76,-2689.43,2299.76,-2689.43,2299.76,0,55.2,1.1
345,269,228,102,89,-59,421,117,116,0,381.264,264,223,102,101,0.803294,5.09902,0,0,2281.78,1,5,0,-2698.11,2305.76,-2698.11,2305.76,-2698.11,2305.76,0,55.2,1.1
346,273,229,106,97,-59,421,117,116,0,383.672,274,229,102,101,0.925538,2.23607,0,0,2302.93,1,5,0,-2706.8,2311.75,-2706.8,2311.75,-2706.8,2311.75,0,55.2,1.1
347,273,242,108,95,-59,421,117,116,0,378.373,275,238,102,101,0.89128,1.41421,0,0,2324.21,1,5,0,-2715.48,2317.74,-2715.48,2317.74,-2715.48,2317.74,0,55.2,1.1
348,270,248,105,106,-59,421,117,116,0,368.799,273,251,102,101,0.925606,1.58114,0,0,2345.62,1,5,0,-2724.17,2323.73,-2724.17,2323.73,-2724.17,2323.73,0,55.2,1.1
349,271,260,105,96,-59,421,117,116,0,366.356,272,257,102,101,0.924646,0.707107,0,0,2367.16,1,5,0,-2732.86,2329.72,-2732.86,2329.72,-2732.86,2329.72,0,55.2,1.1
350,269,255,105,96,-59,421,117,116,0,366.96,271,251,102,101,0.924646,1.58114,0,0,2388.84,1,5,0,-2741.54,2335.71,-2741.54,2335.71,-2741.54,2335.71,0,55.2,1.1
351,269,249,112,99,-59,421,117,116,0,372.197,273,247,100,99,0.85932,2.82843,0,0,2410.64,1,5,0,-2750.23,2341.7,-2750.23,2341.7,-2750.23,2341.7,0,55.2,1.1
352,278,237,100,99,-59,421,117,116,0,380.747,275,237,102,101,0.942313,2.23607,0,0,2432.58,1,5,0,-2758.92,2347.7,-2758.92,2347.7,-2758.92,2347.7,0,55.2,1.1
353,274,231,107,99,-59,421,117,116,0,383.388,275,229,102,101,0.93526,1.80278,0,0,2454.65,1,5,0,-2767.6,2353.69,-2767.6,2353.69,-2767.6,2353.69,0,55.2,1.1
354,266,231,113,99,-59,421,117,116,0,379.119,269,229,102,101,0.886489,2.69258,0,0,2476.85,1,5,0,-2776.29,2359.68,-2776.29,2359.68,-2776.29,2359.68,0,55.2,1.1
355,256,236,111,100,-59,421,117,116,0,366.869,261,237,102,101,0.893312,1.58114,0,0,2499.19,1,5,0,-2784.97,2365.67,-2784.97,2365.67,-2784.97,2365.67,0,55.2,1.1
356,251,241,106,96,-59,421,117,116,0,358.915,253,238,102,101,0.916339,0.5,0,0,2521.66,1,5,0,-2793.66,2371.66,-2793.66,2371.66,-2793.66,2371.66,0,55.2,1.1
357,249,229,109,101,-59,421,117,116,0,363.616,252,229,102,101,0.93578,0.5,0,0,2544.26,1,5,0,-2802.35,2377.65,-2802.35,2377.65,-2802.35,2377.65,0,55.2,1.1
358,253,222,101,94,-59,421,117,116,0,369.481,252,216,102,101,0.921569,2.54951,0,0,2567,1,5,0,-2811.03,2383.65,-2811.03,2383.65,-2811.03,2383.65,0,55.2,1.1
359,247,217,113,98,-59,421,117,116,0,371.194,250,213,102,101,0.861697,3.53553,0,0,2589.88,1,5,0,-2819.72,2389.64,-2819.72,2389.64,-2819.72,2389.64,0,55.2,1.1
360,243,218,105,99,-59,421,117,116,0,363.797,244,218,100,99,0.952381,1.5,0,0,2612.89,1,5,0,-2828.4,2395.63,-2828.4,2395.63,-2828.4,2395.63,0,55.2,1.1
361,247,226,102,96,-59,421,117,116,0,362.115,249,222,100,99,0.932104,2.69258,0,0,2636.03,1,5,0,-2837.09,2401.62,-2837.09,2401.62,-2837.09,2401.62,0,55.2,1.1
362,258,226,107,99,-59,421,117,116,0,372.5,260,223,100,99,0.8813,3.3541,0,0,2659.31,1,5,0,-2845.78,2407.61,-2845.78,2407.61,-2845.78,2407.61,0,55.2,1.1
363,272,219,109,96,-59,421,117,116,0,389.709,277,217,100,99,0.891862,0.707107,0,0,2682.73,1,5,0,-2854.46,2413.6,-2854.46,2413.6,-2854.46,2413.6,0,55.2,1.1
364,290,202,104,99,-59,421,117,116,0,411.172,291,201,100,99,0.94267,1.41421,0,0,2706.29,1,5,0,-2863.15,2419.59,-2863.15,2419.59,-2863.15,2419.59,0,55.2,1.1
365,292,193,104,96,-59,421,117,116,0,418.717,292,190,100,99,0.933489,2.5,0,0,2729.98,1,5,0,-2871.83,2425.59,-2871.83,2425.59,-2871.83,2425.59,0,55.2,1.1
366,285,192,105,94,-59,421,117,116,0,414.541,286,189,100,99,0.906461,1.58114,0,0,2753.81,1,5,0,-2880.52,2431.58,-2880.52,2431.58,-2880.52,2431.58,0,55.2,1.1
367,279,199,107,97,-59,421,117,116,0,405.563,283,195,102,101,0.917215,2.5,0,0,2777.78,1,5,0,-2889.21,2437.57,-2889.21,2437.57,-2889.21,2437.57,0,55.2,1.1
368,277,205,109,99,-59,421,117,116,0,400.78,276,201,104,103,0.90191,4.03113,0,0,2801.89,1,5,0,-2897.89,2443.56,-2897.89,2443.56,-2897.89,2443.56,0,55.2,1.1
369,261,210,108,93,-59,421,117,116,0,386.065,259,206,104,103,0.841704,4.12311,0,0,2826.13,1,5,0,-2906.58,2449.55,-2906.58,2449.55,-2906.58,2449.55,0,55.2,1.1
370,231,202,113,92,-59,421,117,116,0,369.195,236,197,104,103,0.829116,0.707107,0,0,2850.52,1,5,0,-2915.26,2455.54,-2915.26,2455.54,-2915.26,2455.54,0,55.2,1.1
371,221,193,107,95,-59,421,117,116,0,364.015,222,189,102,101,0.899137,1.80278,0,0,2875.05,1,5,0,-2923.95,2461.53,-2923.95,2461.53,-2923.95,2461.53,0,55.2,1.1
372,219,195,108,99,-59,421,117,116,0,360.267,221,195,102,101,0.926762,1.41421,0,0,2899.71,1,5,0,-2932.64,2467.53,-2932.64,2467.53,-2932.64,2467.53,0,55.2,1.1
373,215,206,115,107,-59,421,117,116,0,350.299,228,215,102,101,0.792641,8.8459,0,0,2924.52,1,5,0,-2941.32,2473.52,-2941.32,2473.52,-2941.32,2473.52,0,55.2,1.1
374,239,256,124,106,-59,421,117,116,0,346.125,244,251,102,101,0.717152,9.60469,0,0,2949.47,1,5,0,-2950.01,2479.51,-2950.01,2479.51,-2950.01,2479.51,0,55.2,1.1
375,277,276,97,95,-59,421,117,116,0,361.187,273,275,102,101,0.894487,2.5,0,0,2974.56,1,5,0,-2958.69,2485.5,-2958.69,2485.5,-2958.69,2485.5,0,55.2,1.1
376,293,258,120,98,-59,421,117,116,0,393.124,297,259,102,101,0.813116,5.59017,0,0,2999.79,1,5,0,-2967.38,2491.49,-2967.38,2491.49,-2967.38,2491.49,0,55.2,1.1
377,307,240,116,92,-59,421,117,116,0,413.327,313,238,102,101,0.809664,2.69258,0,0,3025.16,1,5,0,-2976.07,2497.48,-2976.07,2497.48,-2976.07,2497.48,0,55.2,1.1
378,304,227,119,98,-59,421,117,116,0,416.779,311,226,102,101,0.835227,1.58114,0,0,3050.68,1,5,0,-2984.75,2503.47,-2984.75,2503.47,-2984.75,2503.47,0,55.2,1.1
379,291,222,113,94,-59,421,117,116,0,406.453,296,218,100,99,0.845172,2.12132,0,0,3076.34,1,5,0,-2993.44,2509.47,-2993.44,2509.47,-2993.44,2509.47,0,55.2,1.1
380,272,224,111,92,-59,421,117,116,0,388.928,274,226,100,99,0.809935,6.5192,0,0,3102.14,1,5,0,-3002.12,2515.46,-3002.12,2515.46,-3002.12,2515.46,0,55.2,1.1
381,239,239,112,89,-59,421,117,116,0,354.317,246,235,100,99,0.811451,1.41421,0,0,3128.09,1,5,0,-3010.81,2521.45,-3010.81,2521.45,-3010.81,2521.45,0,55.2,1.1
382,214,236,110,95,-59,421,117,116,0,332.942,224,233,100,99,0.875576,5.09902,0,0,3154.18,1,5,0,-3019.5,2527.44,-3019.5,2527.44,-3019.5,2527.44,0,55.2,1.1
383,232,234,119,98,-59,421,117,116,0,351.682,240,232,100,99,0.817737,2.12132,0,0,3180.42,1,5,0,-3028.18,2533.43,-3028.18,2533.43,-3028.18,2533.43,0,55.2,1.1
384,278,234,117,96,-59,421,117,116,0,390.356,281,233,100,99,0.832466,5.52268,0,0,3206.8,1,5,0,-3036.87,2539.42,-3036.87,2539.42,-3036.87,2539.42,0,55.2,1.1
385,309,235,110,91,-59,421,117,116,0,415.045,307,232,100,99,0.811317,7.07107,0,0,3233.33,1,5,0,-3045.55,2545.41,-3045.55,2545.41,-3045.55,2545.41,0,55.2,1.1
386,327,227,106,92,-59,421,117,116,0,432.685,327,225,100,99,0.880214,3.3541,0,0,3260,1,5,0,-3054.24,2551.41,-3054.24,2551.41,-3054.24,2551.41,0,55.2,1.1
387,331,226,109,98,-59,421,117,116,0,436.591,336,225,100,99,0.908922,0.707107,0,0,3286.82,1,5,0,-3062.93,2557.4,-3062.93,2557.4,-3062.93,2557.4,0,55.2,1.1
388,343,234,107,98,-59,421,117,116,0,442.747,344,233,100,99,0.925751,2.54951,0,0,3313.78,1,5,0,-3071.61,2563.39,-3071.61,2563.39,-3071.61,2563.39,0,55.2,1.1
389,344,233,111,99,-59,421,117,116,0,445.659,347,233,100,99,0.900901,2.5,0,0,3340.9,1,5,0,-3080.3,2569.38,-3080.3,2569.38,-3080.3,2569.38,0,55.2,1.1
390,347,230,110,95,-59,421,117,116,0,450.121,348,225,100,99,0.858447,5,0,0,3368.16,1,5,0,-3088.98,2575.37,-3088.98,2575.37,-3088.98,2575.37,0,55.2,1.1
391,341,229,103,97,-59,421,117,116,0,441.646,338,227,100,99,0.897634,4.60977,0,0,3395.56,1,5,0,-3097.67,2581.36,-3097.67,2581.36,-3097.67,2581.36,0,55.2,1.1
392,313,245,107,95,-59,421,117,116,0,411.669,315,244,100,99,0.899195,1.80278,0,0,3423.12,1,5,0,-3106.36,2587.35,-3106.36,2587.35,-3106.36,2587.35,0,55.2,1.1
393,292,266,110,87,-59,421,117,116,0,386.635,297,257,100,99,0.807799,3,0,0,3450.82,1,5,0,-3115.04,2593.35,-3115.04,2593.35,-3115.04,2593.35,0,55.2,1.1
394,293,252,102,94,-59,421,117,116,0,388.69,295,250,100,99,0.9318,1.11803,0,0,3478.68,1,5,0,-3123.73,2599.34,-3123.73,2599.34,-3123.73,2599.34,0,55.2,1.1
395,301,246,107,89,-59,421,117,116,0,401.942,304,239,100,99,0.845766,2.06155,0,0,3506.68,1,5,0,-3132.41,2605.33,-3132.41,2605.33,-3132.41,2605.33,0,55.2,1.1
396,311,239,102,93,-59,421,117,116,0,410.912,314,236,100,99,0.904509,2,0,0,3534.84,1,5,0,-3141.1,2611.32,-3141.1,2611.32,-3141.1,2611.32,0,55.2,1.1
397,318,247,117,99,-59,421,117,116,0,418.85,325,244,100,99,0.807877,3.3541,0,0,3563.14,1,5,0,-3149.79,2617.31,-3149.79,2617.31,-3149.79,2617.31,0,55.2,1.1
398,345,262,103,88,-59,421,117,116,0,433.057,343,254,100,99,0.834043,4.30116,0,0,3591.59,1,5,0,-3158.47,2623.3,-3158.47,2623.3,-3158.47,2623.3,0,55.2,1.1
399,352,246,108,96,-59,421,117,116,0,446.618,355,243,100,99,0.899888,1.80278,0,0,3620.2,1,5,0,-3167.16,2629.29,-3167.16,2629.29,-3167.16,2629.29,0,55.2,1.1
400,333,213,123,105,-59,421,117,116,0,449.007,340,221,100,99,0.739611,6.72681,0,0,3648.96,1,5,0,-3175.84,2635.29,-3175.84,2635.29,-3175.84,2635.29,0,55.2,1.1
401,288,178,133,103,-59,421,117,116,0,433.907,306,184,100,99,0.697892,4.272,0,0,3677.86,1,5,0,-3184.53,2641.28,-3184.53,2641.28,-3184.53,2641.28,0,55.2,1.1
402,276,159,118,99,-59,421,117,116,0,430.965,284,159,100,99,0.847458,1,0,0,3706.93,1,5,0,-3193.22,2647.27,-3193.22,2647.27,-3193.22,2647.27,0,55.2,1.1
403,276,167,111,101,-59,421,117,116,0,422.618,281,166,100,99,0.866413,2.06155,0,0,3736.14,1,5,0,-3201.9,2653.26,-3201.9,2653.26,-3201.9,2653.26,0,55.2,1.1
404,275,184,109,97,-59,421,117,116,0,411.901,280,185,100,99,0.882921,2.06155,0,0,3765.51,1,5,0,-3210.59,2659.25,-3210.59,2659.25,-3210.59,2659.25,0,55.2,1.1
405,260,201,122,104,-59,421,117,116,0,392.986,271,205,100,99,0.780265,1.5,0,0,3795.03,1,5,0,-3219.27,2665.24,-3219.27,2665.24,-3219.27,2665.24,0,55.2,1.1
406,244,221,109,102,-59,421,117,116,0,363.662,244,225,100,99,0.873596,5.14782,0,0,3824.7,1,5,0,-3227.96,2671.23,-3227.96,2671.23,-3227.96,2671.23,0,55.2,1.1
407,223,239,107,92,-59,421,117,116,0,338.179,227,234,100,99,0.872534,1.58114,0,0,3854.53,1,5,0,-3236.65,2677.23,-3236.65,2677.23,-3236.65,2677.23,0,55.2,1.1
408,210,241,113,96,-59,421,117,116,0,327.703,217,237,100,99,0.844595,2.54951,0,0,3884.51,1,5,0,-3245.33,2683.22,-3245.33,2683.22,-3245.33,2683.22,0,55.2,1.1
409,215,245,105,95,-59,421,117,116,0,326.506,217,239,100,99,0.879433,4.03113,0,0,3914.65,1,5,0,-3254.02,2689.21,-3254.02,2689.21,-3254.02,2689.21,0,55.2,1.1
410,223,246,111,92,-59,421,117,116,0,335.872,228,241,100,99,0.843109,1.58114,0,0,3944.94,1,5,0,-3262.71,2695.2,-3262.71,2695.2,-3262.71,2695.2,0,55.2,1.1
411,236,228,118,102,-59,421,117,116,0,356.82,244,231,100,99,0.822532,1.80278,0,0,3975.39,1,5,0,-3271.39,2701.19,-3271.39,2701.19,-3271.39,2701.19,0,55.2,1.1
412,242,195,124,105,-59,421,117,116,0,382.508,250,205,100,99,0.707899,8.06226,0,0,4006,1,5,0,-3280.08,2707.18,-3280.08,2707.18,-3280.08,2707.18,0,55.2,1.1
